t,pos,reward,action,layer_outputs
161,4.131715575437838,-4.131715575437838,0,"[0.09048208594322205, 0.09030762314796448, 0.08874034136533737, 0.09041090309619904, 0.09370158612728119, 0.09293873608112335]"
162,4.122529329692254,-4.122529329692254,0,"[-0.09360401332378387, -0.09355509281158447, -0.09310763329267502, -0.09358460456132889, -0.09453145414590836, -0.09431064128875732]"
163,4.147789293881851,-4.147789293881851,0,"[-0.07571670413017273, -0.07569807022809982, -0.0755344033241272, -0.07570861279964447, -0.07605436444282532, -0.07597421854734421]"
164,4.151462095816073,-4.151462095816073,0,"[0.03486816585063934, 0.03475102409720421, 0.03369719162583351, 0.034820251166820526, 0.03703884780406952, 0.036524537950754166]"
165,4.135042634724434,-4.135042634724434,0,"[-0.08475427329540253, -0.08471859246492386, -0.08440441638231277, -0.08473920822143555, -0.08540640771389008, -0.08525118976831436]"
166,4.123209114066738,-4.123209114066738,0,"[-0.1001274585723877, -0.10007932782173157, -0.0996435210108757, -0.10010835528373718, -0.10102423280477524, -0.10081224143505096]"
167,4.14296075600551,-4.14296075600551,0,"[-0.08210799098014832, -0.08207925409078598, -0.08182141184806824, -0.08209522068500519, -0.08264070749282837, -0.0825139656662941]"
168,4.11168968608776,-4.11168968608776,0,"[0.01997048780322075, 0.019868839532136917, 0.01896498166024685, 0.019927451387047768, 0.02183385379612446, 0.021392200142145157]"
169,4.133272712254799,-4.133272712254799,0,"[-0.17509721219539642, -0.17497117817401886, -0.1738445907831192, -0.1750454306602478, -0.17741551995277405, -0.1768667995929718]"
170,4.16661586777126,-4.16661586777126,0,"[0.060883618891239166, 0.06075454130768776, 0.059596169739961624, 0.06083081662654877, 0.06325729191303253, 0.0626959577202797]"
171,4.152562085177783,-4.152562085177783,0,"[0.006583509035408497, 0.0064997426234185696, 0.0057489690370857716, 0.006548686884343624, 0.00813298486173153, 0.0077660237438976765]"
172,4.159698177671006,-4.159698177671006,0,"[-0.1268130987882614, -0.12673383951187134, -0.12603260576725006, -0.12678095698356628, -0.12826043367385864, -0.12791743874549866]"
173,4.169198760278449,-4.169198760278449,0,"[-0.004003006964921951, -0.004071117378771305, -0.004679909907281399, -0.004030441399663687, -0.002745071891695261, -0.0030427929013967514]"
174,4.174193350678455,-4.174193350678455,0,"[-0.049088310450315475, -0.0491003543138504, -0.049201007932424545, -0.049093473702669144, -0.048879195004701614, -0.04892825335264206]"
175,4.168407408170941,-4.168407408170941,0,"[-0.045266833156347275, -0.045282453298568726, -0.045426446944475174, -0.04527377337217331, -0.044970013201236725, -0.04503946378827095]"
176,4.182485293952459,-4.182485293952459,0,"[-0.08309188485145569, -0.08306242525577545, -0.08280359208583832, -0.08307914435863495, -0.08362416177988052, -0.08349771797657013]"
177,4.188647180259764,-4.188647180259764,0,"[0.0047398037277162075, 0.004662337712943554, 0.0039570266380906105, 0.0047076852060854435, 0.006191469728946686, 0.005847568158060312]"
178,4.211934119486987,-4.211934119486987,0,"[-0.06420707702636719, -0.06419958174228668, -0.06411805748939514, -0.06420458108186722, -0.06437588483095169, -0.06433597952127457]"
179,4.2313171779545415,-4.2313171779545415,0,"[0.032077938318252563, 0.03197348862886429, 0.031032396480441093, 0.032035090029239655, 0.03401629254221916, 0.03355647996068001]"
180,4.235787118334708,-4.235787118334708,0,"[-0.031957849860191345, -0.031983740627765656, -0.0322175994515419, -0.03196767345070839, -0.03147456794977188, -0.03158895671367645]"
181,4.244781085455378,-4.244781085455378,0,"[-0.053491465747356415, -0.053496573120355606, -0.053545136004686356, -0.05349316820502281, -0.05339090898633003, -0.05341477692127228]"
182,4.276683978425656,-4.276683978425656,0,"[-0.02585740014910698, -0.02589447982609272, -0.026217233389616013, -0.02587277442216873, -0.025191258639097214, -0.025349732488393784]"
183,4.30924128554079,-4.30924128554079,0,"[0.046399395912885666, 0.04628773778676987, 0.0452754981815815, 0.046353522688150406, 0.04848471283912659, 0.0479925274848938]"
184,4.31820052585371,-4.31820052585371,0,"[0.005522578954696655, 0.0054527814500033855, 0.00484304828569293, 0.005494283512234688, 0.006774432025849819, 0.006475179921835661]"
185,4.3428415818483055,-4.3428415818483055,0,"[-0.05781426653265953, -0.05781089514493942, -0.057785581797361374, -0.05781257897615433, -0.05786152556538582, -0.057848021388053894]"
186,4.332705343536038,-4.332705343536038,0,"[0.040081802755594254, 0.039978254586458206, 0.03905228525400162, 0.04003880172967911, 0.04198367893695831, 0.04153256490826607]"
187,4.299879858923991,-4.299879858923991,0,"[-0.13817721605300903, -0.13808853924274445, -0.13729847967624664, -0.1381404995918274, -0.1398015022277832, -0.13941647112369537]"
188,4.272538341842698,-4.272538341842698,0,"[-0.11672965437173843, -0.11666221171617508, -0.11605993658304214, -0.11670178920030594, -0.11797574162483215, -0.11768050491809845]"
189,4.250687115461707,-4.250687115461707,0,"[-0.1149374395608902, -0.11487410962581635, -0.11431775987148285, -0.11491093784570694, -0.11608576029539108, -0.11581259220838547]"
190,4.2597510805367715,-4.2597510805367715,0,"[-0.10156524926424026, -0.10151804983615875, -0.10107539594173431, -0.10154698044061661, -0.10247936099767685, -0.10226204991340637]"
191,4.259493080991192,-4.259493080991192,0,"[0.004032875876873732, 0.0039647603407502174, 0.0033399316016584635, 0.0040063876658678055, 0.005321522243320942, 0.005015724804252386]"
192,4.265533985587445,-4.265533985587445,0,"[-0.0868590846657753, -0.08682595193386078, -0.08652282506227493, -0.08684803545475006, -0.08748983591794968, -0.08734170347452164]"
193,4.242308082080445,-4.242308082080445,0,"[-0.015948645770549774, -0.015992959961295128, -0.016404535621404648, -0.015965264290571213, -0.015092924237251282, -0.015294516459107399]"
194,4.257922346545368,-4.257922346545368,0,"[-0.15109103918075562, -0.15100142359733582, -0.15017519891262054, -0.15105491876602173, -0.15279452502727509, -0.15239107608795166]"
195,4.277657396556021,-4.277657396556021,0,"[0.05689220502972603, 0.056785646826028824, 0.05580512434244156, 0.056849922984838486, 0.0589086189866066, 0.058431919664144516]"
196,4.224294573564167,-4.224294573564167,0,"[-0.04283063858747482, -0.04284634441137314, -0.04296319559216499, -0.04283761605620384, -0.04258635267615318, -0.042643941938877106]"
197,3.9157430362055186,-3.9157430362055186,-1,"[-0.22214318811893463, -0.2220025360584259, -0.22074759006500244, -0.22208522260189056, -0.22472159564495087, -0.22411251068115234]"
198,3.6272559662143324,-3.6272559662143324,-1,"[-0.476773738861084, -0.47666504979133606, -0.47567683458328247, -0.47672930359840393, -0.4787379503250122, -0.47828051447868347]"
199,3.309270186934883,-3.309270186934883,-1,"[-0.5049260258674622, -0.5048603415489197, -0.5042572617530823, -0.5048991441726685, -0.5060902237892151, -0.505823016166687]"
200,3.040696300323459,-3.040696300323459,-1,"[-0.5165776014328003, -0.5165586471557617, -0.5163816809654236, -0.5165699124336243, -0.5169055461883545, -0.5168317556381226]"
201,2.7247454706011807,-2.7247454706011807,-1,"[-0.5186952948570251, -0.5186901688575745, -0.5186424255371094, -0.518693208694458, -0.5187807679176331, -0.5187618732452393]"
202,2.448492981159046,-2.448492981159046,-1,"[-0.5191786885261536, -0.519178032875061, -0.519171953201294, -0.5191783905029297, -0.5191891193389893, -0.519186794757843]"
203,2.12203745542356,-2.12203745542356,-1,"[-0.519225001335144, -0.5192249417304993, -0.5192241072654724, -0.5192249417304993, -0.5192263722419739, -0.51922607421875]"
204,1.8423187214378856,-1.8423187214378856,-1,"[-0.5192304849624634, -0.5192304253578186, -0.5192303657531738, -0.5192304849624634, -0.5192305445671082, -0.5192304849624634]"
205,1.5269083249117552,-1.5269083249117552,-1,"[-0.5192307233810425, -0.5192307233810425, -0.5192307233810425, -0.5192307233810425, -0.5192307233810425, -0.5192307233810425]"
206,1.2210142703335563,-1.2210142703335563,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
207,0.9008996285301146,-0.9008996285301146,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
208,0.6147072536023794,-0.6147072536023794,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
209,0.28270622181555805,-0.28270622181555805,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
210,-0.03204154872098136,-0.03204154872098136,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
211,-0.3443928283768126,-0.3443928283768126,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
212,-0.6270684086761713,-0.6270684086761713,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
213,-0.9109240899546408,-0.9109240899546408,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
214,-1.209994622854526,-1.209994622854526,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
215,-1.5074344823116752,-1.5074344823116752,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
216,-1.8408345607899372,-1.8408345607899372,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
217,-2.12196829333866,-2.12196829333866,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
218,-2.4040292054405534,-2.4040292054405534,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
219,-2.7386674111201934,-2.7386674111201934,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
220,-3.035282855329364,-3.035282855329364,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
221,-3.304024467332447,-3.304024467332447,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
222,-3.60791830706553,-3.60791830706553,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
223,-3.9326706991491855,-3.9326706991491855,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
224,-4.234287128288822,-4.234287128288822,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
225,-4.553793792995528,-4.553793792995528,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
226,-4.863481859783891,-4.863481859783891,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
227,-5.14907647612206,-5.14907647612206,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
228,-5.46307526210686,-5.46307526210686,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
229,-5.772562303103105,-5.772562303103105,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
230,-6.084272114993435,-6.084272114993435,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
231,-6.428671458545046,-6.428671458545046,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
232,-6.714347560665668,-6.714347560665668,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
233,-7.020994617809916,-7.020994617809916,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
234,-7.3668745118127115,-7.3668745118127115,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
235,-7.638958832492224,-7.638958832492224,-1,"[-0.5183344483375549, -0.5182408690452576, -0.5167526602745056, -0.5182973742485046, -0.519047200679779, -0.5189790725708008]"
236,-7.3537472169467275,-7.3537472169467275,1,"[0.5191863775253296, 0.5191900730133057, 0.5192098617553711, 0.5191879272460938, 0.518951416015625, 0.5190550088882446]"
237,-7.622497124662782,-7.622497124662782,-1,"[-0.5192251801490784, -0.5192246437072754, -0.5192165970802307, -0.5192249417304993, -0.5192295908927917, -0.5192291736602783]"
238,-7.343260951213652,-7.343260951213652,1,"[0.5103932023048401, 0.511132001876831, 0.515124499797821, 0.5107049942016602, 0.46441882848739624, 0.4843754768371582]"
239,-7.67382177630582,-7.67382177630582,-1,"[-0.5192307233810425, -0.5192307233810425, -0.5192306637763977, -0.5192307233810425, -0.5192304253578186, -0.5192306637763977]"
240,-7.662069133209435,-7.662069133209435,0,"[0.03032015822827816, 0.04764535650610924, 0.2365480214357376, 0.037112440913915634, 0.42258957028388977, 0.2698775827884674]"
241,-7.960871156367321,-7.960871156367321,-1,"[-0.24708057940006256, -0.31587621569633484, -0.5104122757911682, -0.2761465013027191, -0.5129757523536682, -0.5120691061019897]"
242,-7.677136312167814,-7.677136312167814,1,"[0.5177205204963684, 0.5189793705940247, 0.5191617012023926, 0.5185384154319763, 0.5163291692733765, 0.5191592574119568]"
243,-7.985841376152467,-7.985841376152467,-1,"[-0.5192306041717529, -0.5192304849624634, -0.5192208290100098, -0.5192306041717529, -0.5192306041717529, -0.5192267894744873]"
244,-7.70533476373225,-7.70533476373225,1,"[0.22756260633468628, 0.47016406059265137, 0.5114454030990601, 0.3769073784351349, 0.03431173413991928, 0.5108998417854309]"
245,-8.026274454202246,-8.026274454202246,-1,"[-0.516994833946228, -0.5180954337120056, -0.5180953741073608, -0.5180920362472534, -0.41599610447883606, -0.5180954337120056]"
246,-7.723980933256209,-7.723980933256209,1,"[0.5151628851890564, 0.34856098890304565, 0.44676971435546875, 0.5144164562225342, 0.5151599645614624, 0.35064783692359924]"
247,-8.035968632290917,-8.035968632290917,-1,"[-0.5192259550094604, -0.5192170739173889, -0.5192302465438843, -0.5192303657531738, -0.5192285776138306, -0.5192185044288635]"
248,-7.78043471699093,-7.78043471699093,1,"[0.5164492726325989, 0.5168077945709229, 0.48042356967926025, 0.3316710293292999, 0.5156561732292175, 0.5167909264564514]"
249,-8.048874574335972,-8.048874574335972,-1,"[-0.5192302465438843, -0.5192302465438843, -0.5192302465438843, -0.5191953182220459, -0.5192302465438843, -0.5192302465438843]"
250,-7.709266528139867,-7.709266528139867,1,"[0.3737817406654358, 0.466370165348053, 0.24236339330673218, 0.5118156671524048, 0.1961032897233963, 0.4618735909461975]"
251,-7.987159805341007,-7.987159805341007,-1,"[-0.5191981196403503, -0.5192006230354309, -0.5187314748764038, -0.5192005038261414, -0.5174018740653992, -0.5192006230354309]"
252,-7.687725140388646,-7.687725140388646,1,"[0.513163685798645, 0.22979608178138733, 0.5144983530044556, 0.4853774905204773, 0.5145029425621033, 0.29813382029533386]"
253,-7.990337220660216,-7.990337220660216,-1,"[-0.5192150473594666, -0.5181478261947632, -0.5192131400108337, -0.5192150473594666, -0.519208550453186, -0.5191115140914917]"
